review,rating,helpful_count,date,brand_reply,reply_date,sentiment,product,theme,month
Why does the product take so much time to restock? 😕 Please restock as soon as possible 😕,1,0,15-12-2025 08:26,"Hi,
Sorry to hear that! We request that you please help us with your order/shipment number at care@dotandkey.com. We will get back to you at the earliest. Regards- Team Dot & Key.",16-12-2025 05:43,Negative,Dot & Key App,Product Quality,2025-12
skin has been bright than before all tan has being removed more glowing nowadays!🤍🌸,5,0,14-12-2025 16:23,"Thank you for providing your valuable feedback. Please reach out to us at care@dotandkey.com, if you have other suggestions. Regards- Team Dot & Key.",15-12-2025 05:35,Positive,Dot & Key App,"Delivery & Orders, Product Quality",2025-12
I'm really disappointed coz I had ordered buy one get one product moisturizer and I received only one product when I complaint they had informed me that buy one get is eligible only when I add two products and I will get one product if that was the eligibility then why didn't you guys mention it on your app that buy 2 and get 1 you guys are scamming people please pe carefull next time while mentioning offers really your app is a disappointment,2,3,14-12-2025 14:31,We apologize for the disappointment. Please share the order details with us at care@dotandkey.com. We will get in touch with you and do the needful. Thanks. Regards- Team Dot & Key.,15-12-2025 05:34,Negative,Dot & Key App,"Delivery & Orders, App Experience, Product Quality",2025-12
my order buy one get one free. totally 2 item my received one item received my 1 item not received not customer support,1,1,14-12-2025 14:09,We apologize for the disappointment. Please share the order details with us at care@dotandkey.com. We will get in touch with you and do the needful. Thanks. Regards- Team Dot & Key.,15-12-2025 05:32,Negative,Dot & Key App,"Delivery & Orders, Customer Service",2025-12
I ordered the products and even prepayed the amount it's been 4 days the products are not even shipped.. and they didn't provided the track id too.. it's totally worst app.. and I'm not saying about products i have been using dot and key products from 4months it's great uh can order it in other apps not in this.. this app is useless,1,3,14-12-2025 11:18,"Hi,
Sorry to hear that! We request that you please help us with your order/shipment number at care@dotandkey.com. We will get back to you at the earliest. Regards- Team Dot & Key.",15-12-2025 05:30,Negative,Dot & Key App,"Delivery & Orders, App Experience, Product Quality",2025-12
"I ordered 2 moisturizers but I received only one, no proper response in the customer care. And no return option, fake offers and, total waste of money",1,1,14-12-2025 09:44,"Hi,
Sorry to hear that! We request that you please help us with your order/shipment number at care@dotandkey.com. We will get back to you at the earliest. Regards- Team Dot & Key.",15-12-2025 05:28,Negative,Dot & Key App,"Delivery & Orders, Customer Service, Product Quality",2025-12
nice,5,0,14-12-2025 07:17,"Thanks for the 5 star rating. Hope you continue to enjoy reading news on our app. If you have any feedback or suggestions, please write to us at care@dotandkey.com. We would love to hear from you! Regards- Team Dot & Key.",15-12-2025 05:20,Positive,Dot & Key App,General,2025-12
"I had ordered Watermelon sunscreen directly from Insta ad, I got the wrong type of sunscreen and I had ordered it through buy 1 get one offer, that too I got only single piece.If you don't solve my problem, I will never buy products from this company again.",1,1,13-12-2025 16:34,We apologize for the disappointment. Please share the order details with us at care@dotandkey.com. We will get in touch with you and do the needful. Thanks. Regards- Team Dot & Key.,14-12-2025 05:19,Negative,Dot & Key App,"Delivery & Orders, Product Quality",2025-12
worst app ever used if the order is delivered there is no policy of return .I ordered buy 1 get 1 product but there is only one product pls improve this,1,0,13-12-2025 13:45,"Dear User, we are extremely sorry for the inconvenience. To help you with this, we would like to know your feedback in detail. Kindly write to us at care@dotandkey.com. We will help you at the earliest. Regards- Team Dot & Key.",14-12-2025 05:18,Negative,Dot & Key App,"Delivery & Orders, App Experience, Product Quality",2025-12
"worst experience. I ordered few lip balms from the app but one item was missing in the delivered package, I connected with the customer and they straightly denied my claim. worst consumer redressal system you guys have. will never order from you and going to uninstall this app right away. wastage pf money just to get an empty package, seriously?",1,3,13-12-2025 11:53,"Hi,
Please accept our sincere apology. We are very sorry to know about your experience with us. Please let us know your order number at care@dotandkey.com and we promise to get this resolved quickly. Regards- Team Dot & Key.",14-12-2025 05:16,Negative,Dot & Key App,"Delivery & Orders, App Experience, Customer Service",2025-12
I am very much happy and satisfied about Dot and Key,5,0,12-12-2025 05:29,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key.,12-12-2025 05:41,Positive,Dot & Key App,App Experience,2025-12
i ordered sunscreen in buy 1 get 1 free offer but I received only one and there is no help section in the application such a worst app and worst service,1,1,11-12-2025 12:23,We apologize for the disappointment. Please share the order details with us at care@dotandkey.com. We will get in touch with you and do the needful. Thanks. Regards- Team Dot & Key.,12-12-2025 05:41,Negative,Dot & Key App,"Delivery & Orders, App Experience, Customer Service, Product Quality",2025-12
"i recently purchased for my wife as a gift and the delivery reached so quickly, even before the day i wanted to gift her! great work!!!! the product is also good..",5,3,11-12-2025 10:18,"Dear User, thank you very much for sharing your valuable & useful feedback. If you have other feedback or suggestions, please write to us at care@dotandkey.com. We would love to hear from you! Regards- Team Dot & Key.",12-12-2025 05:40,Positive,Dot & Key App,"Delivery & Orders, Product Quality",2025-12
there are better offers on other platforms for Dot & Key products,4,0,11-12-2025 07:31,"Dear User, thank you very much for sharing your valuable & useful feedback. If you have other feedback or suggestions, please write to us at care@dotandkey.com. We would love to hear from you! Regards- Team Dot & Key.",12-12-2025 05:39,Positive,Dot & Key App,Product Quality,2025-12
why did u removed cash on delivery option I mean whyy??? I don't use online payment apps 😑,4,0,10-12-2025 14:47,"Hi, please share the details of your issue by writing to us at care@dotandkey.com so that we can look into it & assist you in the best possible way. Regards- Team Dot & Key.",12-12-2025 05:39,Positive,Dot & Key App,"Delivery & Orders, App Experience",2025-12
very good app and product also,5,0,10-12-2025 14:11,"Thank you for your review. Enjoy reading & keep supporting us :)
If you have any feedback or suggestion, you could write to us at care@dotandkey.com. We would love to hear from you! Regards- Team Dot & Key.",11-12-2025 05:58,Positive,Dot & Key App,"App Experience, Product Quality",2025-12
👍 go for it guyzzzzzz🎀🎀😚,5,0,10-12-2025 14:10,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key.,11-12-2025 05:57,Positive,Dot & Key App,General,2025-12
worst app ever nobody is resolving my problem regarding order,1,0,10-12-2025 13:27,"Hi,
Sorry to hear that! We request that you please help us with your order/shipment number at care@dotandkey.com. We will get back to you at the earliest. Regards- Team Dot & Key.",11-12-2025 05:57,Negative,Dot & Key App,"Delivery & Orders, App Experience",2025-12
good one.,5,0,10-12-2025 06:36,"Thanks for the 5 star rating. Hope you continue to enjoy reading news on our app. If you have any feedback or suggestions, please write to us at care@dotandkey.com. We would love to hear from you! Regards- Team Dot & Key.",11-12-2025 05:54,Positive,Dot & Key App,General,2025-12
"The delivery process is very horrible. The customer service, they say they will resolve my issues everytime I raise a complaint, but no solutions. I wasted my whole month waiting for the parcel, please work on it.",1,1,10-12-2025 04:06,"Hi,
Please accept our sincere apology. We are very sorry to know about your experience with us. Please let us know your order number at care@dotandkey.com and we promise to get this resolved quickly. Regards- Team Dot & Key.",10-12-2025 05:22,Negative,Dot & Key App,"Delivery & Orders, Customer Service",2025-12
my favourite skincare brand 🍓 🫐 🎀👑💫,5,0,09-12-2025 17:06,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key.,10-12-2025 05:22,Positive,Dot & Key App,Product Quality,2025-12
love it,5,0,09-12-2025 08:30,Thank you so much for your review! Regards- Team Dot & Key.,10-12-2025 05:22,Positive,Dot & Key App,General,2025-12
Great app! Very useful and smooth experience,5,0,09-12-2025 06:36,"We would like to thank you for using our online shopping platform. If you experience any dissatisfaction, please contact our customer care at care@dotandkey.com. Regards- Team Dot & Key.",10-12-2025 05:23,Positive,Dot & Key App,App Experience,2025-12
good products,5,0,09-12-2025 06:35,"We would like to thank you for using our online shopping platform. If you experience any dissatisfaction, please contact our customer care at care@dotandkey.com. Regards- Team Dot & Key.",10-12-2025 05:23,Positive,Dot & Key App,Product Quality,2025-12
Impressive App and user friendly interface which sells best products in the market.,5,0,09-12-2025 05:51,"We would like to thank you for using our online shopping platform. If you experience any dissatisfaction, please contact our customer care at care@dotandkey.com. Regards- Team Dot & Key.",10-12-2025 05:24,Positive,Dot & Key App,"App Experience, Product Quality",2025-12
very nice 👌,5,0,08-12-2025 20:12,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key.,09-12-2025 05:04,Positive,Dot & Key App,General,2025-12
Why I can't update the app?,3,0,08-12-2025 16:22,"Please clear the data and cache for your app by going to your phone settings. This should resolve your issue. In case you are still facing the problem, please contact us at care@dotandkey.com with your contact details and relevant screenshots. Regards- Team Dot & Key.",09-12-2025 05:03,Neutral,Dot & Key App,App Experience,2025-12
good,5,0,08-12-2025 14:37,"Thanks for the 5 star rating. Hope you continue to enjoy reading news on our app. If you have any feedback or suggestions, please write to us at care@dotandkey.com. We would love to hear from you! Regards- Team Dot & Key.",09-12-2025 05:02,Positive,Dot & Key App,General,2025-12
you and your useless app . why there is no option for track order ID. I have already paid my money and the order show paid but u guys won't let me track my order ID. I will give mass report,1,1,07-12-2025 05:09,"Hi, we are sorry that you faced an issue. Could you please share your contact details with us on care@dotandkey.com so that we can get in touch with you and resolve the issue. Regards- Team Dot & Key.",09-12-2025 04:57,Negative,Dot & Key App,"Delivery & Orders, App Experience",2025-12
my payment was completed and deducted in my account but order has not been placed waste of amount,1,0,07-12-2025 03:41,We apologize for the disappointment. Please share the order details with us at care@dotandkey.com. We will get in touch with you and do the needful. Thanks. Regards- Team Dot & Key.,09-12-2025 04:56,Negative,Dot & Key App,Delivery & Orders,2025-12
too good,5,0,06-12-2025 17:10,Thanks :) Regards- Team Dot & Key.,09-12-2025 04:55,Positive,Dot & Key App,General,2025-12
so good. even skin AI tells how dehydrated my skin is.,5,0,06-12-2025 14:05,"Thanks for your kind feedback. We would consider it seriously in future updates. If you have any suggestions or questions, please feel free to contact us at care@dotandkey.com. Regards- Team Dot & Key.",09-12-2025 04:54,Positive,Dot & Key App,Product Quality,2025-12
dot &key has the best products but cash on delivery is not available and i don't use any online payment app so that why iam giving it 3 stars,3,0,05-12-2025 12:46,We are really sorry you feel this way. please share the contact / order details of your issue by writing to us at care@dotandkey.com so that we can look into it & assist you in the best possible way. Regards- Team Dot & Key.,06-12-2025 05:38,Neutral,Dot & Key App,"Delivery & Orders, App Experience, Product Quality",2025-12
"Dot & Key Skincare is truly an amazing brand! Their products are perfect for daily use in any season. Each formulation is thoughtfully made with effective ingredients that genuinely care for your skin. The quality is excellent, and the products really feel valuable and trustworthy. Highly recommended!❤️❤️❤️❤️👌👌👌👌👌",5,3,04-12-2025 09:13,"Dear User, thank you very much for sharing your valuable & useful feedback. If you have other feedback or suggestions, please write to us at care@dotandkey.com. We would love to hear from you! Regards- Team Dot & Key.",05-12-2025 06:04,Positive,Dot & Key App,Product Quality,2025-12
very good products for your daily use.,5,0,04-12-2025 06:36,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key.,05-12-2025 06:03,Positive,Dot & Key App,Product Quality,2025-12
very good product for daily use overall season.,5,0,04-12-2025 06:35,It is delightful to hear such positive words and it’s always a pleasure to serve our users. Regards- Team Dot & Key.,05-12-2025 06:04,Positive,Dot & Key App,Product Quality,2025-12
very good and authentic product for daily life.,5,0,03-12-2025 07:29,"Thank you for your review. Enjoy reading & keep supporting us :)
If you have any feedback or suggestion, you could write to us at care@dotandkey.com. We would love to hear from you! Regards- Team Dot & Key.",03-12-2025 10:19,Positive,Dot & Key App,Product Quality,2025-12
Mera sunscreen order ki thi iski website se or online payment kri per mera order nhi aya ye aap froud h isne mere sath froud kiya h😥😥,1,2,03-12-2025 06:23,"Dear Customer, We are sorry that you feel this way. Please do share your feedback along with your contact details / order id at care@dotandkey.com and our team will reach out to you at the earliest. Best Regards- Team Dot & Key.",03-12-2025 10:20,Negative,Dot & Key App,"Delivery & Orders, Product Quality",2025-12
Very Good Product for your Daily use,5,0,02-12-2025 15:01,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Best Regards- Team Dot & Key.,03-12-2025 05:58,Positive,Dot & Key App,Product Quality,2025-12
Good products and all types skin friendly.,5,0,02-12-2025 07:42,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Best Regards- Team Dot & Key.,03-12-2025 05:57,Positive,Dot & Key App,Product Quality,2025-12
Very Good and Affordable Products for All types of skin and age groups,5,2,02-12-2025 07:31,"We would like to thank you for using our online shopping platform. If you experience any dissatisfaction, please contact our customer care at care@dotandkey.com. Best Regards- Team Dot & Key.",03-12-2025 05:57,Positive,Dot & Key App,Product Quality,2025-12
Nice products,5,0,02-12-2025 07:25,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Best Regards- Team Dot & Key.,03-12-2025 05:56,Positive,Dot & Key App,Product Quality,2025-12
Good products,5,0,29-11-2025 15:25,"Thanks for the 5 star rating. Hope you continue to enjoy reading news on our app. If you have any feedback or suggestions, please write to us at care@dotandkey.com. We would love to hear from you! Best Regards- Team Dot & Key.",03-12-2025 05:57,Positive,Dot & Key App,Product Quality,2025-11
"I used your product, and in just 4 days I got a lot of pimples on my face. Everything got ruined😑😑",1,0,29-11-2025 15:10,"Dear Customer,
We are sorry that you feel this way. Please do share your feedback along with your contact details at care@dotandkey.com and our team will reach out to you at the earliest. Best Regards- Team Dot & Key.",03-12-2025 05:57,Negative,Dot & Key App,"Delivery & Orders, Product Quality",2025-11
I was unable to login from outside of INDIA.,1,0,27-11-2025 17:25,"Hi,
We are sorry for the inconvenience caused. Kindly share your concern along with the error screenshot at care@dotandkey.com for further assistance. Best Regards- Team Dot & Key.",28-11-2025 06:11,Negative,Dot & Key App,App Experience,2025-11
Thank you for my clear skin,5,0,25-11-2025 08:51,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Best Regards- Team Dot & Key.,28-11-2025 06:11,Positive,Dot & Key App,Product Quality,2025-11
very very good app for skincare products,4,0,24-11-2025 13:13,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Best Regards- Team Dot & Key.,28-11-2025 06:14,Positive,Dot & Key App,"App Experience, Product Quality",2025-11
too good,5,0,22-11-2025 20:14,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Best Regards- Team Dot & Key.,28-11-2025 06:15,Positive,Dot & Key App,General,2025-11
I am not able to place my order. after being in the cart - it doesn't check out,1,0,22-11-2025 18:08,"Hi, we are sorry that you faced an issue. Could you please share your contact details with us on care@dotandkey.com so that we can get in touch with you and resolve the issue. Best Regards- Team Dot & Key.",28-11-2025 06:16,Negative,Dot & Key App,Delivery & Orders,2025-11
😘😘😘 love it😘😘😘😘,5,0,21-11-2025 09:18,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Best Regards- Team Dot & Key.,28-11-2025 06:17,Positive,Dot & Key App,General,2025-11
esme cash on delivery available nhi ha,1,0,21-11-2025 06:02,"Hi, please share the details of your issue by writing to us at care@dotandkey.com so that we can look into it & assist you in the best possible way. Best Regards- Team Dot & Key.",28-11-2025 06:17,Negative,Dot & Key App,Delivery & Orders,2025-11
wonderful experience ❤️ trusted brand,5,0,19-11-2025 11:36,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Best Regards- Team Dot & Key.,28-11-2025 06:17,Positive,Dot & Key App,General,2025-11
"worst product ever I used blueberry sunscreen and because of it it infected my skin and it was all itchy,redness worst experience ever .",1,1,18-11-2025 10:16,"Hi,
Please accept our sincere apology. We are very sorry to know about your experience with us. Please let us know your order number at care@dotandkey.com and we promise to get this resolved quickly. Best Regards- Team Dot & Key.",28-11-2025 06:18,Negative,Dot & Key App,Product Quality,2025-11
"This is a stupid app. If you order something here, they don't deliver it after you pay online.I ordered a combo from here. I paid online. After paying online, I waited for 1 month and still haven't received my product.I messaged Dot and key customer care on WhatsApp but they did not respond. They did not even tell me a date when the product would be delivered.",1,4,17-11-2025 17:00,"Hi,
Please accept our sincere apology. We are very sorry to know about your experience with us. Please let us know your order number at care@dotandkey.com and we promise to get this resolved quickly. Best Regards- Team Dot & Key.",28-11-2025 06:29,Negative,Dot & Key App,"Delivery & Orders, App Experience, Customer Service, Product Quality",2025-11
I don't want to say anything because it is not worth saying anything. No one can say anything about it because dot & key needs a crown.,5,0,17-11-2025 10:52,"Dear User, thank you very much for sharing your valuable & useful feedback. If you have other feedback or suggestions, please write to us at care@dotandkey.com. We would love to hear from you! Best Regards- Team Dot & Key.",28-11-2025 06:30,Positive,Dot & Key App,General,2025-11
good,1,0,13-11-2025 18:28,"Hi, we are happy to know that you like our app. Please rate us 5 stars and share detailed feedback at care@dotandkey.com to support our future endeavors. Best Regards- Team Dot & Key.",28-11-2025 06:31,Negative,Dot & Key App,General,2025-11
I ordered a combo of sunscreen and moisturizer there was a freebee of watermelon face wash but order I received contain only a facewash (that I didn't order) and a sunscreen my moisturizer was not there plus my freebee also. The customer care services provided was frustrating and irritated me I called for about two three days but there was no action taken and later when the return was accepted . They said from their side order was the same as I ordered and could not help me with the issue.,1,1,12-11-2025 09:44,"Hi,
Please accept our sincere apology. We are very sorry to know about your experience with us. Please let us know your order number at care@dotandkey.com and we promise to get this resolved quickly. Best Regards- Team Dot & Key.",28-11-2025 06:32,Negative,Dot & Key App,"Delivery & Orders, Customer Service, Product Quality",2025-11
i love Dot and key's all watermelon products ❤,5,0,10-11-2025 16:34,,,Positive,Dot & Key App,Product Quality,2025-11
खोटं अँप आहे कोणीही हार्दिक अँप डाउलोड करू नका. निव्वळ फसवणूक आहे. ऑर्डर केल्यावर पैसे गेले पण पार्सल अजुन मिळाले नाही. रोज रोज same कस्टमर care शी बोलून सुद्धा काही रिप्लाय येत नाही. अश्या अँप वर बंदी आणली पाहिजे. हे app play स्टोर वर येतातच कसे. त्यावर काहीही बंधन नाही.,1,0,10-11-2025 16:01,,,Negative,Dot & Key App,App Experience,2025-11
honesty said this product not give me too much result I used vitamin c yellow set for my skin now I tried watermelon face wash and moisture just trust me I like it too much 💝 the fragrance and consistency too good ..I love this watermelon 💕🍉 instead of Orange 🍊🧡 one ... lovely At Last I said never judge this product on the basis of feedback comment becz everyone have their own skin quality atleast try at once on the basis of your skin then share your feedback.. 💜❤️💜,5,0,09-11-2025 03:33,,,Positive,Dot & Key App,Product Quality,2025-11
good,5,0,09-11-2025 02:55,,,Positive,Dot & Key App,General,2025-11
"I am using Dot and key products and I am loving it, my skin is shiny and glowing after used these products and product are so lights and fruitful. Specifically sunscreen and face wash are amazing of Dot and key.",5,0,08-11-2025 07:50,,,Positive,Dot & Key App,Product Quality,2025-11
"I had a very bad experience with the Dot & Key app. My order was cancelled long ago, but I still haven’t received my refund even after many days. Their customer service is very disappointing — no proper response or support. Such a big brand should care about their customers, but they clearly don’t. Very unreliable app. I’ll never order from here again.",1,10,07-11-2025 16:21,,,Negative,Dot & Key App,"Delivery & Orders, App Experience, Customer Service",2025-11
"I had a very bad experience with this brand , Their customer service is very disappointing, no proper response, and also delay refund",1,0,07-11-2025 16:21,,,Negative,Dot & Key App,"App Experience, Customer Service",2025-11
Fantastic product I like it. when I put this cream my face looks smooth and refreshed it's suits my skin soo much,5,0,07-11-2025 15:18,,,Positive,Dot & Key App,Product Quality,2025-11
Great products. suits my skin soo much. very affordable and I am so satisfied. my skin feels so smooth and refreshed. I love it!!!!!,5,3,07-11-2025 13:07,,,Positive,Dot & Key App,Product Quality,2025-11
"I love how smooth and soft my skin became after having dot and key's products in my skincare routine. And honestly, I love the after results. fresh , hydrated and smooth- Dot and key does it all!!!",5,21,07-11-2025 11:32,,,Positive,Dot & Key App,Product Quality,2025-11
Great skincare brand . The products are so gentle on my sensitive skin. Perfect brand for daily skincare,5,0,07-11-2025 11:26,,,Positive,Dot & Key App,Product Quality,2025-11
I have been using dot and key for a long time now. And I love how safe the producs are on my skin. my skin feels hydrated and refreshed. I love the products,5,3,07-11-2025 11:19,,,Positive,Dot & Key App,Product Quality,2025-11
"they give discount just to attract customers...once you place order, they don't deliver the Orders... Order gets automatically cancelled through delivery team...waste of time",1,0,07-11-2025 09:12,,,Negative,Dot & Key App,"Delivery & Orders, Customer Service",2025-11
"Dot & Key products never disappoint! Their sunscreen is my absolute favorite—super lightweight, non-sticky, and leaves no white cast. It blends beautifully, gives a natural glow, and keeps my skin hydrated all day. Perfect for daily use and under makeup. A total must-have!🌞✨",5,0,07-11-2025 05:56,,,Positive,Dot & Key App,"App Experience, Product Quality",2025-11
I am unable to track my order.,3,0,07-11-2025 05:53,,,Neutral,Dot & Key App,Delivery & Orders,2025-11
nice app,5,0,06-11-2025 14:51,,,Positive,Dot & Key App,App Experience,2025-11
good,3,0,06-11-2025 12:53,,,Neutral,Dot & Key App,General,2025-11
superb bb.....,5,0,06-11-2025 10:29,,,Positive,Dot & Key App,General,2025-11
nice 👍,5,0,06-11-2025 07:33,,,Positive,Dot & Key App,General,2025-11
"I have been using your skincare products for few weeks now, and I am obsessed .. I am honestly amazed at the result.",4,5,06-11-2025 06:59,,,Positive,Dot & Key App,Product Quality,2025-11
its pretty good,5,0,06-11-2025 06:32,,,Positive,Dot & Key App,General,2025-11
"nice app, good product",5,0,06-11-2025 06:27,,,Positive,Dot & Key App,"App Experience, Product Quality",2025-11
very bad customer service..Don't help the customer properly..i have payed the the payment..but the payment is not successful in your website..im very disappointed..i don't want to buy any product in dot and key,1,0,06-11-2025 04:25,,,Negative,Dot & Key App,"App Experience, Customer Service, Product Quality",2025-11
you can't place a return you have to wait for 3-4 days then they will decide what to do next if you get a wrong product,1,0,05-11-2025 11:24,,,Negative,Dot & Key App,"Delivery & Orders, Product Quality",2025-11
good👍,5,0,05-11-2025 10:26,,,Positive,Dot & Key App,General,2025-11
Good & genuine product,5,0,05-11-2025 06:38,,,Positive,Dot & Key App,Product Quality,2025-11
very nice app with good interface also love the products ☺️😀,5,0,05-11-2025 06:30,,,Positive,Dot & Key App,"App Experience, Product Quality",2025-11
very nice app with good interface also love the products,5,0,05-11-2025 06:24,,,Positive,Dot & Key App,"App Experience, Product Quality",2025-11
Nice,5,0,05-11-2025 06:24,,,Positive,Dot & Key App,General,2025-11
"nice app, nice products.",5,0,05-11-2025 06:15,,,Positive,Dot & Key App,"App Experience, Product Quality",2025-11
"Dot & Key has become one of my go-to skincare brands, and I would definitely recommend it to anyone looking for effective, safe, and well-priced skincare",5,1,04-11-2025 16:45,,,Positive,Dot & Key App,Product Quality,2025-11
excellent product sunscreams are fantastic,5,0,04-11-2025 12:44,,,Positive,Dot & Key App,Product Quality,2025-11
"🌸 Dot & Key Review Dot & Key products are gentle, effective, and beautifully packaged. The skincare feels light yet nourishing, and the fragrances are refreshing without being overpowering. I love how my skin feels soft and hydrated after every use. Definitely a brand worth trying!",5,0,04-11-2025 11:01,,,Positive,Dot & Key App,Product Quality,2025-11
The products are very effective and gentle on skin.I recommend to all to purchase the product.❤️,5,0,04-11-2025 08:47,,,Positive,Dot & Key App,Product Quality,2025-11
pretty good products. definitely recommend,5,0,04-11-2025 05:17,,,Positive,Dot & Key App,Product Quality,2025-11
I have worst experience on this app. I ordered products last 5 days but they didn't ship. pls don't pursuing the products directly on the app. The app policy is if you order the products it will ship in 24 to 48 hrs and with 5 days you will receive but it didn't like that.,1,4,04-11-2025 02:54,,,Negative,Dot & Key App,"Delivery & Orders, App Experience, Product Quality",2025-11
"I have used Dot & key products,its amazing.I am really satisfied with the product.",5,0,03-11-2025 11:17,,,Positive,Dot & Key App,Product Quality,2025-11
bought two suncreens amd moiterizers it so good and suits my skin,5,0,03-11-2025 09:50,,,Positive,Dot & Key App,Product Quality,2025-11
"🌟🌟🌟🌟🌟 Absolutely love the Dot & Key app! 💖 The interface is super smooth, easy to navigate, and makes shopping for skincare so effortless. Their product range is amazing — everything feels premium, gentle, and effective. I also love how quickly orders are delivered and how well they’re packaged. The reward points and exclusive offers make it even better! Highly recommend this app to anyone who loves good skincare and",5,38,03-11-2025 07:42,,,Positive,Dot & Key App,"Delivery & Orders, App Experience, Product Quality",2025-11
"I’ve been using Dot & Key’s Vitamin C + E Sunscreen SPF 50 PA+++ from a long time, and it’s one of my favorite skincare finds. The texture is lightweight and absorbs beautifully—no greasy residue, no white cast, and absolutely no pilling under makeup. It feels more like a moisturizer than a sunscreen, which makes it perfect for daily wear.",5,28,03-11-2025 07:28,,,Positive,Dot & Key App,Product Quality,2025-11
All the products are good and at very reasonable price,5,0,03-11-2025 07:27,,,Positive,Dot & Key App,Product Quality,2025-11
Dot & Key products are really good I use their sunscreen It blends perfectly without any white cast and their fragrance is really too good my skin has become even more glowing after using it.,5,2,02-11-2025 15:34,,,Positive,Dot & Key App,Product Quality,2025-11
I am using dot and key products since one year and these are genuine and very good quality products. My skin has been so smooth and shyne.,5,0,02-11-2025 11:54,,,Positive,Dot & Key App,Product Quality,2025-11
what an amazing brand 😘💕 affordable and effective products !!!,5,0,02-11-2025 08:17,,,Positive,Dot & Key App,Product Quality,2025-11
the sunscreen so light and good,5,0,02-11-2025 03:36,,,Positive,Dot & Key App,Product Quality,2025-11
I like the dot&key product but recently I am facing issue with this brand ordered products and one was missing I have mailed them so many times but no responce everytime they just ask information than no response and I tried call also but from there no customer support just ai call was there and that is also weast I tried through WhatsApp but they are not properly reply and it's been 7 days still I did not get any response lastly I had no choice to give bad review here customer support is worst.,1,6,01-11-2025 18:26,,,Negative,Dot & Key App,"Delivery & Orders, App Experience, Customer Service, Product Quality",2025-11
"Absolutely love Dot & Key products! 🌸✨ They work wonders on my skin and feel so refreshing 😍💆‍♀️ Special shoutout to their customer support team — super calm, friendly, and always helpful! 💖🙌",5,2,01-11-2025 16:37,,,Positive,Dot & Key App,"Customer Service, Product Quality",2025-11
"I absolutely love this product! The Dot & Key Strawberry Dew Tinted Sunscreen is very easy to apply and blends effortlessly into the skin. It gives a beautiful, natural-looking finish ♥️♥️",5,3,01-11-2025 12:44,,,Positive,Dot & Key App,"App Experience, Product Quality",2025-11
The products are very good in use ❤❤❤🥰🥰🥰Good experience ❤❤Thank uhh dot and key 🎊🎊,5,0,01-11-2025 11:21,,,Positive,Dot & Key App,Product Quality,2025-11
Very good products,5,0,01-11-2025 11:18,,,Positive,Dot & Key App,Product Quality,2025-11
I purchased a Sunscreen from this app It's really Awesome 👍🏼😎,5,0,01-11-2025 10:50,,,Positive,Dot & Key App,"App Experience, Product Quality",2025-11
Products are amazing! I have used the vitamin c sunscreen and it worked wonders on my skin,5,1,01-11-2025 10:48,,,Positive,Dot & Key App,Product Quality,2025-11
"Absolutely love Dot & Key products! 🌸 Their skincare range feels light, effective, and smells amazing. Finally found a skincare brand that suits Indian weather! Lightweight, non-sticky, and effective 💫",5,1,01-11-2025 10:21,,,Positive,Dot & Key App,Product Quality,2025-11
A satisfactory experience to purchase from this app. Will surely continue to buy more.,5,0,01-11-2025 06:25,,,Positive,Dot & Key App,App Experience,2025-11
I am very pleased to use dot and key's vitamin C brightening serum,5,0,01-11-2025 06:24,,,Positive,Dot & Key App,Product Quality,2025-11
excellent quality 👌,5,0,01-11-2025 06:24,,,Positive,Dot & Key App,General,2025-11
Please Use this product - it's very helpful for your skin 😊,5,0,01-11-2025 06:12,,,Positive,Dot & Key App,Product Quality,2025-11
"I have been using Dot & Key for more than a year and I can say it's good, at least for me.",5,0,01-11-2025 05:53,,,Positive,Dot & Key App,General,2025-11
"application is super smooth , friendly and easy to use. This makes journey comfortable. The products make me rejuvinated and bring a smile on my face. Thank you Dot & key team.",5,2,01-11-2025 05:47,,,Positive,Dot & Key App,"App Experience, Product Quality",2025-11
great experience and fabulous products. the ceramide moisturiser is my favourite of all,5,0,01-11-2025 05:40,,,Positive,Dot & Key App,Product Quality,2025-11
The products are really top notch. I have personally used them and suggested them to everyone in my family and friends. I really like the idea of mixing fruits with skincare. 🤌🏻,5,1,01-11-2025 04:08,,,Positive,Dot & Key App,Product Quality,2025-11
